feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,label_logproba_0,label_logproba_1,label_logproba_2
0.004023178480565548,0.06839403510093689,0.020115891471505165,0.6879635453224182,0.004023178480565548,0.004023178480565548,0.4908277690410614,0.07644039392471313,0.048278141766786575,0.020115891471505165,0.036208607256412506,0.5121506452560425,0.004023178480565548,0.0,0.0,0.004023178480565548,0.0,0.08046356588602066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04345032945275307,0.005632449872791767,0.0070003303699195385,0.5768018364906311,0.010618341155350208,0.18978503346443176
0.00010803154145833105,0.0016204731073230505,0.00010803154145833105,0.9997239112854004,0.00010803154145833105,0.00010803154145833105,0.017285047098994255,0.00010803154145833105,0.0003240946389269084,0.0003240946389269084,0.0003240946389269084,0.015394494868814945,0.00010803154145833105,0.0,0.0,0.0,0.0,0.0020525993313640356,0.0,0.0,0.0006481892778538167,0.0006481892778538167,0.0006481892778538167,0.001512441667728126,0.0,0.0,0.0006481892778538167,0.0006481892778538167,0.0006481892778538167,0.001476431149058044,0.0,0.0015016384422779083,-3.240946534788236e-05,8.534492371836677e-05,0.1474466621875763,0.34521394968032837,0.3568603992462158
0.00011023085244232789,0.00011023085244232789,0.0005511542549356818,0.9997938275337219,0.00011023085244232789,0.00011023085244232789,0.013448163866996765,0.004078541416674852,0.004078541416674852,0.0009920777520164847,0.0009920777520164847,0.013756810687482357,0.00011023085244232789,0.0,0.0,0.0,0.0,0.0020943861454725266,0.0,0.0,0.0006613851292058825,0.0,0.0,0.0,0.0,0.0,0.0006613851292058825,0.0,0.0,0.0,0.0,0.0011904932325705886,0.00015432319196406752,0.00019180169329047203,0.6653844714164734,0.048333246260881424,0.005227779969573021
0.0001023048025672324,0.001739181694574654,0.0002046096051344648,0.9998248815536499,0.0001023048025672324,0.0001023048025672324,0.012481186538934708,0.0038875825703144073,0.0037852777168154716,0.0005115240346640348,0.0003069144149776548,0.012235654518008232,0.0001023048025672324,0.0,0.0,0.0001023048025672324,0.0,0.0020460961386561394,0.0,0.0,0.0006138288299553096,0.0008184384205378592,0.0006138288299553096,0.0013738074339926243,0.0,0.0,0.0006138288299553096,0.0010230480693280697,0.0005115240346640348,0.001268579508177936,0.0,0.0009616651223041117,-8.184384205378592e-05,-0.0003191909927409142,0.12858009338378906,0.37761950492858887,0.339310884475708
0.0002494908112566918,0.004865070804953575,0.0001247454056283459,0.9997096657752991,0.0,0.0001247454056283459,0.012474539689719677,0.004615579731762409,0.004740325268357992,0.0011227085487917066,0.0011227085487917066,0.017651474103331566,0.0,0.0,0.0,0.0001247454056283459,0.0,0.005613543093204498,0.0,0.0,0.000748472404666245,0.0011227085487917066,0.0006237269844859838,0.0015385266160592437,0.0,0.0,0.000748472404666245,0.000748472404666245,0.000748472404666245,0.001621690229512751,0.0,0.0017339610494673252,-3.7423622416099533e-05,9.854886593529955e-05,0.09542741626501083,0.313336580991745,0.4265017509460449
0.00020014085748698562,0.003902746830135584,0.00010007042874349281,0.9998036623001099,0.0,0.0019013382261618972,0.013319374993443489,0.003702605841681361,0.003702605841681361,0.0009006338659673929,0.0007004929939284921,0.011488085612654686,0.0,0.0,0.00010007042874349281,0.00010007042874349281,0.0,0.0050035216845571995,0.0,0.0,0.0005003521800972521,0.0010007043601945043,0.0005003521800972521,0.0011865493142977357,0.0,0.0,0.0005003521800972521,0.0017011973541229963,0.0005003521800972521,0.0011508099269121885,0.0005003521800972521,0.0016211410984396935,3.0021130442037247e-05,-9.206479444401339e-05,0.20968958735466003,0.4464227259159088,0.1856435090303421
0.00010523986566113308,0.00010523986566113308,0.00010523986566113308,0.9997787475585938,0.00010523986566113308,0.00010523986566113308,0.014944060705602169,0.0019995574839413166,0.003999114967882633,0.0007366790669038892,0.0010523987002670765,0.013512798584997654,0.00010523986566113308,0.0,0.0,0.00010523986566113308,0.00010523986566113308,0.0018943175673484802,0.0,0.0,0.0007366790669038892,0.0009471587836742401,0.0007366790669038892,0.0013996902853250504,0.0,0.0,0.0008419189252890646,0.0008419189252890646,0.0008419189252890646,0.0015096658607944846,0.0,0.001631217892281711,0.00029467162676155567,-0.0004272738588042557,0.06528490781784058,0.26158902049064636,0.49075210094451904
0.00010804180055856705,0.0019447524100542068,0.0004321672022342682,0.9998188614845276,0.00010804180055856705,0.00010804180055856705,0.012856974266469479,0.003997546620666981,0.003997546620666981,0.0009723762050271034,0.0009723762050271034,0.01221952773630619,0.00010804180055856705,0.0,0.0,0.0,0.0,0.002376919612288475,0.0,0.0,0.0005402090027928352,0.0005402090027928352,0.0,0.0,0.0,0.0,0.0005402090027928352,0.0005402090027928352,0.0,0.0,0.0,0.0016746479086577892,0.00030251702992245555,-0.0004386497021187097,0.6189872026443481,0.12724560499191284,0.0072317286394536495
0.00010822506010299549,0.00010822506010299549,0.00032467517303302884,0.9997830986976624,0.00010822506010299549,0.00010822506010299549,0.01482683327049017,0.00010822506010299549,0.00010822506010299549,0.0009740255773067474,0.0009740255773067474,0.013993500731885433,0.0,0.0,0.0,0.00010822506010299549,0.00010822506010299549,0.002272726269438863,0.00010822506010299549,0.0,0.0006493503460660577,0.0008658004808239639,0.0006493503460660577,0.0015016227262094617,0.0,0.0,0.0006493503460660577,0.0007575754425488412,0.0006493503460660577,0.0015306116547435522,0.0,0.0017532460624352098,3.246752021368593e-05,-9.956705616787076e-05,0.0582498274743557,0.33463048934936523,0.4334668517112732
0.00010822589683812112,0.00010822589683812112,0.00010822589683812112,0.9997908473014832,0.00010822589683812112,0.00010822589683812112,0.014935174025595188,0.00010822589683812112,0.002056292025372386,0.00043290358735248446,0.0007575812633149326,0.013311785645782948,0.00010822589683812112,0.0,0.00010822589683812112,0.0,0.0,0.0019480661721900105,0.0,0.0,0.0006493554101325572,0.0009740330860950053,0.0005411294987425208,0.0012337751686573029,0.0,0.0,0.0006493554101325572,0.0015151625266298652,0.00021645179367624223,0.0014610496582463384,0.0,0.0009632104192860425,0.0001515162584837526,0.0003798728866968304,0.3318083882331848,0.44448742270469666,0.04576044902205467
